"No.","Time","Source","Destination","Protocol","Length","Info"
"768","28.349204000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"769","28.349220000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=453242 Win=382464 Len=0 TSval=283118 TSecr=282940"
"770","28.367708000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"771","28.373572000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=456138 Win=382464 Len=0 TSval=283124 TSecr=282946"
"772","28.392173000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"773","28.399400000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=459034 Win=382464 Len=0 TSval=283130 TSecr=282946"
"774","28.416552000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"775","28.422431000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=461930 Win=382464 Len=0 TSval=283136 TSecr=282952"
"776","28.440261000","10.0.0.1","10.0.0.2","HTTP","2845","HTTP/1.0 200 OK  (image/jpeg)"
"777","28.449775000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=464826 Win=382464 Len=0 TSval=283143 TSecr=282958"
"778","28.482067000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=467722 Win=382464 Len=0 TSval=283151 TSecr=282964"
"779","28.500510000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=470618 Win=382464 Len=0 TSval=283156 TSecr=282971"
"780","28.518380000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=473514 Win=382464 Len=0 TSval=283160 TSecr=282976"
"781","28.543445000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=476410 Win=382464 Len=0 TSval=283166 TSecr=282983"
"782","28.567254000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=479306 Win=382464 Len=0 TSval=283172 TSecr=282989"
"783","28.591066000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [ACK] Seq=449 Ack=482086 Win=382464 Len=0 TSval=283179 TSecr=282995"
"784","28.591711000","10.0.0.2","10.0.0.1","TCP","66","34520 > irdmi [FIN, ACK] Seq=449 Ack=482086 Win=382464 Len=0 TSval=283179 TSecr=282995"
"785","28.642112000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34520 [ACK] Seq=482086 Ack=450 Win=30208 Len=0 TSval=283204 TSecr=283179"
"786","34.927128000","10.0.0.2","10.0.0.1","TCP","66","34530 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284762 TSecr=280297"
"787","34.927129000","10.0.0.2","10.0.0.1","TCP","66","34526 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284762 TSecr=280296"
"788","34.927130000","10.0.0.2","10.0.0.1","TCP","66","34524 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284762 TSecr=280296"
"789","34.927131000","10.0.0.2","10.0.0.1","TCP","66","34522 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284762 TSecr=280296"
"790","34.927132000","10.0.0.2","10.0.0.1","TCP","66","34528 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284762 TSecr=280297"
"791","34.927585000","10.0.0.2","10.0.0.1","TCP","74","34536 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=284762 TSecr=0 WS=512"
"792","34.928565000","10.0.0.2","10.0.0.1","TCP","74","34538 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=284762 TSecr=0 WS=512"
"793","34.929565000","10.0.0.2","10.0.0.1","TCP","74","34542 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=284762 TSecr=0 WS=512"
"794","34.930163000","10.0.0.2","10.0.0.1","TCP","74","34540 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=284762 TSecr=0 WS=512"
"795","34.931502000","10.0.0.2","10.0.0.1","TCP","74","34532 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=284762 TSecr=0 WS=512"
"796","34.932476000","10.0.0.2","10.0.0.1","TCP","74","34534 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=284762 TSecr=0 WS=512"
"797","34.977329000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34526 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=284788 TSecr=284762"
"798","34.977333000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34524 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=284788 TSecr=284762"
"799","34.977907000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34522 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=284788 TSecr=284762"
"800","34.977909000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34528 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=284788 TSecr=284762"
"801","34.977911000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34530 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=284788 TSecr=284762"
"802","34.977912000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34536 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=284788 TSecr=284762 WS=512"
"803","34.978908000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34538 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=284788 TSecr=284762 WS=512"
"804","34.979873000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34542 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=284788 TSecr=284762 WS=512"
"805","34.980302000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34540 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=284788 TSecr=284762 WS=512"
"806","34.981783000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34532 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=284789 TSecr=284762 WS=512"
"807","34.982760000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34534 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=284789 TSecr=284762 WS=512"
"808","35.127979000","10.0.0.2","10.0.0.1","TCP","66","34524 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=284813 TSecr=284788"
"809","35.127981000","10.0.0.2","10.0.0.1","TCP","66","34526 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=284813 TSecr=284788"
"810","35.129036000","10.0.0.2","10.0.0.1","TCP","66","34530 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=284813 TSecr=284788"
"811","35.129037000","10.0.0.2","10.0.0.1","TCP","66","34522 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=284813 TSecr=284788"
"812","35.129039000","10.0.0.2","10.0.0.1","TCP","66","34528 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=284813 TSecr=284788"
"813","35.129572000","10.0.0.2","10.0.0.1","TCP","66","34536 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284813 TSecr=284788"
"814","35.130764000","10.0.0.2","10.0.0.1","TCP","66","34538 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284813 TSecr=284788"
"815","35.131522000","10.0.0.2","10.0.0.1","TCP","66","34540 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284814 TSecr=284788"
"816","35.131524000","10.0.0.2","10.0.0.1","TCP","66","34542 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284814 TSecr=284788"
"817","35.132519000","10.0.0.2","10.0.0.1","TCP","66","34532 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284814 TSecr=284789"
"818","35.133942000","10.0.0.2","10.0.0.1","TCP","66","34534 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=284814 TSecr=284789"
"819","37.772939000","10.0.0.2","10.0.0.1","HTTP","513","GET /western_rcv.jpg HTTP/1.1 "
"820","37.823252000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34536 [ACK] Seq=1 Ack=448 Win=32256 Len=0 TSval=285499 TSecr=285474"
"821","37.824172000","10.0.0.1","10.0.0.2","TCP","83","[TCP segment of a reassembled PDU]"
"822","37.824175000","10.0.0.1","10.0.0.2","HTTP","233","HTTP/1.0 200 OK "
"823","37.975236000","10.0.0.2","10.0.0.1","TCP","66","34536 > irdmi [ACK] Seq=448 Ack=18 Win=29696 Len=0 TSval=285524 TSecr=285499"
"824","38.010892000","10.0.0.2","10.0.0.1","TCP","66","34536 > irdmi [ACK] Seq=448 Ack=186 Win=32256 Len=0 TSval=285534 TSecr=285499"
"825","38.033612000","10.0.0.2","10.0.0.1","TCP","66","34536 > irdmi [FIN, ACK] Seq=448 Ack=186 Win=32256 Len=0 TSval=285539 TSecr=285499"
"826","38.083867000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34536 [ACK] Seq=186 Ack=449 Win=32256 Len=0 TSval=285564 TSecr=285539"
"827","43.695271000","10.0.0.2","10.0.0.1","TCP","74","34544 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=286954 TSecr=0 WS=512"
"828","43.745589000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34544 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=286980 TSecr=286954 WS=512"
"829","43.896964000","10.0.0.2","10.0.0.1","TCP","66","34544 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=287005 TSecr=286980"
"830","48.518615000","10.0.0.2","10.0.0.1","TCP","66","34532 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=288160 TSecr=284789"
"831","48.518616000","10.0.0.2","10.0.0.1","TCP","66","34540 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=288160 TSecr=284788"
"832","48.518617000","10.0.0.2","10.0.0.1","TCP","66","34538 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=288160 TSecr=284788"
"833","48.518618000","10.0.0.2","10.0.0.1","TCP","66","34534 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=288160 TSecr=284789"
"834","48.518619000","10.0.0.2","10.0.0.1","TCP","66","34542 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=288160 TSecr=284788"
"835","48.519663000","10.0.0.2","10.0.0.1","TCP","74","34548 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=288160 TSecr=0 WS=512"
"836","48.519730000","10.0.0.2","10.0.0.1","TCP","74","34546 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=288160 TSecr=0 WS=512"
"837","48.520456000","10.0.0.2","10.0.0.1","TCP","74","34552 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=288160 TSecr=0 WS=512"
"838","48.520821000","10.0.0.2","10.0.0.1","TCP","74","34550 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=288160 TSecr=0 WS=512"
"839","48.569206000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34542 [ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"840","48.569210000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34534 [ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"841","48.569212000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34538 [ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"842","48.569213000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34540 [ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"843","48.569215000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34532 [ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"844","48.569216000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34538 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"845","48.569218000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34540 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"846","48.569220000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34542 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"847","48.569222000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34532 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"848","48.569223000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34534 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=288186 TSecr=288160"
"849","48.569995000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34548 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=288186 TSecr=288160 WS=512"
"850","48.569998000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34546 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=288186 TSecr=288160 WS=512"
"851","48.570908000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34552 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=288186 TSecr=288160 WS=512"
"852","48.570910000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34550 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=288186 TSecr=288160 WS=512"
"853","48.719588000","10.0.0.2","10.0.0.1","TCP","66","34532 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=288211 TSecr=288186"
"854","48.719589000","10.0.0.2","10.0.0.1","TCP","66","34540 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=288211 TSecr=288186"
"855","48.719591000","10.0.0.2","10.0.0.1","TCP","66","34542 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=288211 TSecr=288186"
"856","48.719592000","10.0.0.2","10.0.0.1","TCP","66","34538 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=288211 TSecr=288186"
"857","48.719676000","10.0.0.2","10.0.0.1","TCP","66","34534 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=288211 TSecr=288186"
"858","48.721310000","10.0.0.2","10.0.0.1","TCP","66","34548 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=288211 TSecr=288186"
"859","48.721685000","10.0.0.2","10.0.0.1","TCP","66","34546 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=288211 TSecr=288186"
"860","48.722090000","10.0.0.2","10.0.0.1","TCP","66","34552 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=288211 TSecr=288186"
"861","48.722539000","10.0.0.2","10.0.0.1","TCP","66","34550 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=288211 TSecr=288186"
"862","54.027243000","10.0.0.2","10.0.0.1","TCP","66","34548 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=289537 TSecr=288186"
"863","54.027245000","10.0.0.2","10.0.0.1","TCP","66","34546 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=289537 TSecr=288186"
"864","54.027247000","10.0.0.2","10.0.0.1","TCP","66","34552 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=289537 TSecr=288186"
"865","54.027249000","10.0.0.2","10.0.0.1","TCP","66","34550 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=289537 TSecr=288186"
"866","54.027251000","10.0.0.2","10.0.0.1","TCP","66","34544 > irdmi [FIN, ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=289537 TSecr=286980"
"867","54.031592000","10.0.0.2","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.251"
"868","54.077581000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34544 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=289563 TSecr=289537"
"869","54.077588000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34548 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=289563 TSecr=289537"
"870","54.077913000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34546 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=289563 TSecr=289537"
"871","54.077917000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34552 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=289563 TSecr=289537"
"872","54.077920000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34550 [FIN, ACK] Seq=1 Ack=2 Win=29184 Len=0 TSval=289563 TSecr=289537"
"873","54.228064000","10.0.0.2","10.0.0.1","TCP","66","34548 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=289588 TSecr=289563"
"874","54.228066000","10.0.0.2","10.0.0.1","TCP","66","34544 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=289588 TSecr=289563"
"875","54.228265000","10.0.0.2","10.0.0.1","TCP","66","34552 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=289588 TSecr=289563"
"876","54.228266000","10.0.0.2","10.0.0.1","TCP","66","34546 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=289588 TSecr=289563"
"877","54.228268000","10.0.0.2","10.0.0.1","TCP","66","34550 > irdmi [ACK] Seq=2 Ack=2 Win=29696 Len=0 TSval=289588 TSecr=289563"
"878","54.803992000","10.0.0.2","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.251"
"879","64.629282000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=1/256, ttl=64 (reply in 880)"
"880","64.679336000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=1/256, ttl=64 (request in 879)"
"881","65.629060000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=2/512, ttl=64 (reply in 882)"
"882","65.679114000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=2/512, ttl=64 (request in 881)"
"883","66.629270000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=3/768, ttl=64 (reply in 884)"
"884","66.679332000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=3/768, ttl=64 (request in 883)"
"885","67.628103000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=4/1024, ttl=64 (reply in 886)"
"886","67.678145000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=4/1024, ttl=64 (request in 885)"
"887","68.628276000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=5/1280, ttl=64 (reply in 888)"
"888","68.678341000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=5/1280, ttl=64 (request in 887)"
"889","69.628426000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=6/1536, ttl=64 (reply in 890)"
"890","69.678990000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=6/1536, ttl=64 (request in 889)"
"891","69.680706000","00:00:00_00:00:01","00:00:00_00:00:03","ARP","42","Who has 10.0.0.3?  Tell 10.0.0.1"
"892","69.835641000","00:00:00_00:00:03","00:00:00_00:00:01","ARP","42","10.0.0.3 is at 00:00:00:00:00:03"
"893","70.629977000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=7/1792, ttl=64 (reply in 894)"
"894","70.680017000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=7/1792, ttl=64 (request in 893)"
"895","71.629349000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=8/2048, ttl=64 (reply in 896)"
"896","71.679529000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=8/2048, ttl=64 (request in 895)"
"897","72.630503000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=9/2304, ttl=64 (reply in 898)"
"898","72.681032000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=9/2304, ttl=64 (request in 897)"
"899","73.630273000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=10/2560, ttl=64 (reply in 900)"
"900","73.681095000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=10/2560, ttl=64 (request in 899)"
"901","74.630585000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=11/2816, ttl=64 (reply in 902)"
"902","74.681338000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=11/2816, ttl=64 (request in 901)"
"903","75.631680000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=12/3072, ttl=64 (reply in 904)"
"904","75.681839000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=12/3072, ttl=64 (request in 903)"
"905","76.633098000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=13/3328, ttl=64 (reply in 906)"
"906","76.683763000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=13/3328, ttl=64 (request in 905)"
"907","77.634038000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=14/3584, ttl=64 (reply in 908)"
"908","77.684096000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=14/3584, ttl=64 (request in 907)"
"909","78.633513000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=15/3840, ttl=64 (reply in 910)"
"910","78.683573000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=15/3840, ttl=64 (request in 909)"
"911","79.633953000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=16/4096, ttl=64 (reply in 912)"
"912","79.684281000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=16/4096, ttl=64 (request in 911)"
"913","80.633639000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=17/4352, ttl=64 (reply in 914)"
"914","80.683943000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=17/4352, ttl=64 (request in 913)"
"915","81.634809000","10.0.0.3","10.0.0.1","ICMP","98","Echo (ping) request  id=0x0d19, seq=18/4608, ttl=64 (reply in 916)"
"916","81.684867000","10.0.0.1","10.0.0.3","ICMP","98","Echo (ping) reply    id=0x0d19, seq=18/4608, ttl=64 (request in 915)"
"917","81.760526000","10.0.0.2","224.0.0.251","MDNS","78","Standard query 0x0000  PTR _privet._tcp.local, ""QM"" question"
"918","81.769313000","10.0.0.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"919","81.836212000","10.0.0.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"920","81.881628000","10.0.0.2","10.0.0.1","TCP","74","34582 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=296501 TSecr=0 WS=512"
"921","81.882178000","10.0.0.2","10.0.0.1","TCP","74","34584 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=296501 TSecr=0 WS=512"
"922","81.882562000","10.0.0.2","10.0.0.1","TCP","74","34586 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=296501 TSecr=0 WS=512"
"923","81.931738000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34582 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=296526 TSecr=296501 WS=512"
"924","81.932352000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34584 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=296526 TSecr=296501 WS=512"
"925","81.933333000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34586 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=296526 TSecr=296501 WS=512"
"926","82.083344000","10.0.0.2","10.0.0.1","TCP","66","34582 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=296552 TSecr=296526"
"927","82.083593000","10.0.0.2","10.0.0.1","HTTP","466","GET / HTTP/1.1 "
"928","82.083907000","10.0.0.2","10.0.0.1","TCP","66","34584 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=296552 TSecr=296526"
"929","82.084888000","10.0.0.2","10.0.0.1","TCP","66","34586 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=296552 TSecr=296526"
"930","82.133634000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34582 [ACK] Seq=1 Ack=401 Win=32256 Len=0 TSval=296577 TSecr=296552"
"931","82.135185000","10.0.0.1","10.0.0.2","TCP","83","[TCP segment of a reassembled PDU]"
"932","82.135279000","10.0.0.1","10.0.0.2","TCP","1514","[TCP segment of a reassembled PDU]"
"933","82.135320000","10.0.0.1","10.0.0.2","HTTP","882","HTTP/1.0 200 OK  (text/html)"
"934","82.286049000","10.0.0.2","10.0.0.1","TCP","66","34582 > irdmi [ACK] Seq=401 Ack=18 Win=29696 Len=0 TSval=296602 TSecr=296577"
"935","82.286051000","10.0.0.2","10.0.0.1","TCP","66","34582 > irdmi [ACK] Seq=401 Ack=1466 Win=32256 Len=0 TSval=296602 TSecr=296577"
"936","82.289966000","10.0.0.2","10.0.0.1","TCP","66","34582 > irdmi [FIN, ACK] Seq=401 Ack=2283 Win=35328 Len=0 TSval=296603 TSecr=296577"
"937","82.340206000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34582 [ACK] Seq=2283 Ack=402 Win=32256 Len=0 TSval=296628 TSecr=296603"
"938","82.563391000","10.0.0.2","10.0.0.1","HTTP","433","GET /favicon.ico HTTP/1.1 "
