"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","10.0.0.2","224.0.0.251","MDNS","78","Standard query 0x0000  PTR _privet._tcp.local, ""QM"" question"
"2","0.005824000","10.0.0.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"3","0.293056000","10.0.0.2","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"4","0.842526000","10.0.0.2","10.0.0.1","TCP","74","34444 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276241 TSecr=0 WS=512"
"5","0.843501000","10.0.0.2","10.0.0.1","TCP","74","34446 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276241 TSecr=0 WS=512"
"6","0.843510000","10.0.0.2","10.0.0.1","TCP","74","34448 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276241 TSecr=0 WS=512"
"7","0.893304000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34444 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276266 TSecr=276241 WS=512"
"8","0.894275000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34446 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276267 TSecr=276241 WS=512"
"9","0.894278000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34448 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276267 TSecr=276241 WS=512"
"10","0.997543000","10.0.0.2","224.0.0.251","MDNS","78","Standard query 0x0000  PTR _privet._tcp.local, ""QM"" question"
"11","1.045355000","10.0.0.2","10.0.0.1","TCP","66","34444 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=276292 TSecr=276266"
"12","1.045522000","10.0.0.2","10.0.0.1","HTTP","466","GET / HTTP/1.1 "
"13","1.046462000","10.0.0.2","10.0.0.1","TCP","66","34446 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=276292 TSecr=276267"
"14","1.047440000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=276292 TSecr=276267"
"15","1.095768000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34444 [ACK] Seq=1 Ack=401 Win=30208 Len=0 TSval=276317 TSecr=276292"
"16","1.097232000","10.0.0.1","10.0.0.2","TCP","83","[TCP segment of a reassembled PDU]"
"17","1.097239000","10.0.0.1","10.0.0.2","TCP","1514","[TCP segment of a reassembled PDU]"
"18","1.097241000","10.0.0.1","10.0.0.2","HTTP","882","HTTP/1.0 200 OK  (text/html)"
"19","1.251264000","10.0.0.2","10.0.0.1","TCP","66","34444 > irdmi [ACK] Seq=401 Ack=18 Win=29696 Len=0 TSval=276343 TSecr=276317"
"20","1.251266000","10.0.0.2","10.0.0.1","TCP","66","34444 > irdmi [ACK] Seq=401 Ack=1466 Win=32256 Len=0 TSval=276343 TSecr=276317"
"21","1.275424000","10.0.0.2","10.0.0.1","TCP","66","34444 > irdmi [FIN, ACK] Seq=401 Ack=2283 Win=35328 Len=0 TSval=276349 TSecr=276317"
"22","1.326050000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34444 [ACK] Seq=2283 Ack=402 Win=30208 Len=0 TSval=276375 TSecr=276349"
"23","1.425095000","10.0.0.2","10.0.0.1","HTTP","433","GET /favicon.ico HTTP/1.1 "
"24","1.475958000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34446 [ACK] Seq=1 Ack=368 Win=30208 Len=0 TSval=276412 TSecr=276387"
"25","1.476468000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"26","1.476470000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"27","1.627581000","10.0.0.2","10.0.0.1","TCP","66","34446 > irdmi [ACK] Seq=368 Ack=30 Win=29696 Len=0 TSval=276438 TSecr=276412"
"28","1.628690000","10.0.0.2","10.0.0.1","TCP","66","34446 > irdmi [FIN, ACK] Seq=368 Ack=346 Win=32256 Len=0 TSval=276438 TSecr=276412"
"29","1.678777000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34446 [ACK] Seq=346 Ack=369 Win=30208 Len=0 TSval=276463 TSecr=276438"
"30","2.908888000","10.0.0.2","10.0.0.1","HTTP","678","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University.html HTTP/1.1 "
"31","2.959105000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34448 [ACK] Seq=1 Ack=613 Win=32256 Len=0 TSval=276783 TSecr=276758"
"32","2.960004000","10.0.0.1","10.0.0.2","TCP","83","[TCP segment of a reassembled PDU]"
"33","2.960007000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"34","2.972352000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"35","2.996394000","10.0.0.1","10.0.0.2","TCP","1514","[TCP segment of a reassembled PDU]"
"36","2.998206000","10.0.0.2","224.0.0.251","MDNS","78","Standard query 0x0000  PTR _privet._tcp.local, ""QM"" question"
"37","3.008636000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"38","3.032680000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"39","3.110268000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=18 Win=29696 Len=0 TSval=276808 TSecr=276783"
"40","3.110270000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=2914 Win=35328 Len=0 TSval=276808 TSecr=276783"
"41","3.123234000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=5810 Win=40960 Len=0 TSval=276811 TSecr=276783"
"42","3.147309000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=7258 Win=44032 Len=0 TSval=276817 TSecr=276783"
"43","3.160287000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=10154 Win=49664 Len=0 TSval=276821 TSecr=276783"
"44","3.161263000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"45","3.173696000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"46","3.183714000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=13050 Win=55296 Len=0 TSval=276827 TSecr=276783"
"47","3.193471000","10.0.0.2","10.0.0.1","TCP","74","34450 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276829 TSecr=0 WS=512"
"48","3.194448000","10.0.0.2","10.0.0.1","TCP","74","34452 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276829 TSecr=0 WS=512"
"49","3.197376000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"50","3.200205000","10.0.0.2","10.0.0.1","TCP","74","34454 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276831 TSecr=0 WS=512"
"51","3.201816000","10.0.0.2","10.0.0.1","TCP","74","34456 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276831 TSecr=0 WS=512"
"52","3.221809000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"53","3.246201000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"54","3.269632000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"55","3.293870000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"56","3.312010000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=15946 Win=61440 Len=0 TSval=276859 TSecr=276833"
"57","3.318234000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"58","3.324304000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=18842 Win=67072 Len=0 TSval=276862 TSecr=276833"
"59","3.342614000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"60","3.348795000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=21738 Win=72704 Len=0 TSval=276868 TSecr=276833"
"61","3.366586000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"62","3.373540000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=24634 Win=78848 Len=0 TSval=276874 TSecr=276837"
"63","3.390879000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34450 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276854 TSecr=276829 WS=512"
"64","3.391749000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34452 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276854 TSecr=276829 WS=512"
"65","3.392221000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34454 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276856 TSecr=276831 WS=512"
"66","3.393196000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34456 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276856 TSecr=276831 WS=512"
"67","3.393199000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"68","3.396808000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=27530 Win=84480 Len=0 TSval=276880 TSecr=276837"
"69","3.418119000","10.0.0.1","10.0.0.2","TCP","2962","[TCP segment of a reassembled PDU]"
"70","3.420275000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=30426 Win=90112 Len=0 TSval=276886 TSecr=276843"
"71","3.441675000","10.0.0.1","10.0.0.2","HTTP","81","HTTP/1.0 200 OK  (text/html)"
"72","3.444976000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=33322 Win=96256 Len=0 TSval=276892 TSecr=276846"
"73","3.468954000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=36218 Win=101888 Len=0 TSval=276898 TSecr=276846"
"74","3.493835000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=39114 Win=107520 Len=0 TSval=276904 TSecr=276852"
"75","3.517453000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=42010 Win=113664 Len=0 TSval=276910 TSecr=276852"
"76","3.541998000","10.0.0.2","10.0.0.1","TCP","66","34450 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=276916 TSecr=276854"
"77","3.542920000","10.0.0.2","10.0.0.1","HTTP","683","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/style-responsive.css HTTP/1.1 "
"78","3.543197000","10.0.0.2","10.0.0.1","TCP","66","34452 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=276916 TSecr=276854"
"79","3.543210000","10.0.0.2","10.0.0.1","HTTP","680","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/standard-menu.css HTTP/1.1 "
"80","3.544174000","10.0.0.2","10.0.0.1","TCP","66","34454 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=276917 TSecr=276856"
"81","3.544175000","10.0.0.2","10.0.0.1","HTTP","676","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/1.6.4.jquery.min.js.download HTTP/1.1 "
"82","3.547796000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=44906 Win=119296 Len=0 TSval=276917 TSecr=276884"
"83","3.568609000","10.0.0.2","10.0.0.1","TCP","66","34456 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=276923 TSecr=276856"
"84","3.568611000","10.0.0.2","10.0.0.1","HTTP","676","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/rbn-standardpage.js.download HTTP/1.1 "
"85","3.568612000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [ACK] Seq=613 Ack=47802 Win=124928 Len=0 TSval=276923 TSecr=276884"
"86","3.592352000","10.0.0.2","10.0.0.1","TCP","66","34448 > irdmi [FIN, ACK] Seq=613 Ack=47818 Win=124928 Len=0 TSval=276929 TSecr=276884"
"87","3.592983000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34450 [ACK] Seq=1 Ack=618 Win=32256 Len=0 TSval=276942 TSecr=276916"
"88","3.593333000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34452 [ACK] Seq=1 Ack=615 Win=32256 Len=0 TSval=276942 TSecr=276916"
"89","3.594216000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34454 [ACK] Seq=1 Ack=611 Win=32256 Len=0 TSval=276942 TSecr=276917"
"90","3.594221000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"91","3.594481000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"92","3.595977000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"93","3.596055000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"94","3.597918000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"95","3.597922000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"96","3.619402000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34456 [ACK] Seq=1 Ack=611 Win=32256 Len=0 TSval=276948 TSecr=276923"
"97","3.620335000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"98","3.620338000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"99","3.642411000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34448 [ACK] Seq=47818 Ack=614 Win=32256 Len=0 TSval=276954 TSecr=276929"
"100","3.744896000","10.0.0.2","10.0.0.1","TCP","66","34450 > irdmi [ACK] Seq=618 Ack=30 Win=29696 Len=0 TSval=276967 TSecr=276942"
"101","3.746090000","10.0.0.2","10.0.0.1","TCP","66","34450 > irdmi [FIN, ACK] Seq=618 Ack=346 Win=32256 Len=0 TSval=276967 TSecr=276942"
"102","3.746722000","10.0.0.2","10.0.0.1","TCP","66","34452 > irdmi [ACK] Seq=615 Ack=30 Win=29696 Len=0 TSval=276967 TSecr=276942"
"103","3.748228000","10.0.0.2","10.0.0.1","TCP","66","34452 > irdmi [FIN, ACK] Seq=615 Ack=346 Win=32256 Len=0 TSval=276968 TSecr=276942"
"104","3.749210000","10.0.0.2","10.0.0.1","TCP","66","34454 > irdmi [ACK] Seq=611 Ack=30 Win=29696 Len=0 TSval=276968 TSecr=276943"
"105","3.750742000","10.0.0.2","10.0.0.1","TCP","66","34454 > irdmi [FIN, ACK] Seq=611 Ack=346 Win=32256 Len=0 TSval=276968 TSecr=276943"
"106","3.758006000","10.0.0.2","10.0.0.1","TCP","74","34462 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276970 TSecr=0 WS=512"
"107","3.758557000","10.0.0.2","10.0.0.1","TCP","74","34460 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276970 TSecr=0 WS=512"
"108","3.759259000","10.0.0.2","10.0.0.1","TCP","74","34464 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276970 TSecr=0 WS=512"
"109","3.759814000","10.0.0.2","10.0.0.1","TCP","74","34458 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276970 TSecr=0 WS=512"
"110","3.761891000","10.0.0.2","10.0.0.1","TCP","74","34466 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276970 TSecr=0 WS=512"
"111","3.770684000","10.0.0.2","10.0.0.1","TCP","66","34456 > irdmi [ACK] Seq=611 Ack=30 Win=29696 Len=0 TSval=276973 TSecr=276948"
"112","3.775575000","10.0.0.2","10.0.0.1","TCP","66","34456 > irdmi [FIN, ACK] Seq=611 Ack=346 Win=32256 Len=0 TSval=276974 TSecr=276948"
"113","3.776555000","10.0.0.2","10.0.0.1","TCP","74","34468 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=276975 TSecr=0 WS=512"
"114","3.796230000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34450 [ACK] Seq=346 Ack=619 Win=32256 Len=0 TSval=276992 TSecr=276967"
"115","3.799005000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34452 [ACK] Seq=346 Ack=616 Win=32256 Len=0 TSval=276993 TSecr=276968"
"116","3.800937000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34454 [ACK] Seq=346 Ack=612 Win=32256 Len=0 TSval=276994 TSecr=276968"
"117","3.808296000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34462 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276995 TSecr=276970 WS=512"
"118","3.808760000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34460 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276995 TSecr=276970 WS=512"
"119","3.809736000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34464 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276996 TSecr=276970 WS=512"
"120","3.810718000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34458 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276996 TSecr=276970 WS=512"
"121","3.811976000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34466 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=276996 TSecr=276970 WS=512"
"122","3.825874000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34456 [ACK] Seq=346 Ack=612 Win=32256 Len=0 TSval=277000 TSecr=276974"
"123","3.826803000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34468 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=277000 TSecr=276975 WS=512"
"124","3.960058000","10.0.0.2","10.0.0.1","TCP","66","34462 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=277021 TSecr=276995"
"125","3.960059000","10.0.0.2","10.0.0.1","HTTP","698","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/tab-closed.gif HTTP/1.1 "
"126","3.960060000","10.0.0.2","10.0.0.1","TCP","66","34460 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=277021 TSecr=276995"
"127","3.960061000","10.0.0.2","10.0.0.1","HTTP","720","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/Western_Logo_F_S_Engineering_RGB.svg HTTP/1.1 "
"128","3.960976000","10.0.0.2","10.0.0.1","TCP","66","34464 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=277021 TSecr=276996"
"129","3.960977000","10.0.0.2","10.0.0.1","HTTP","653","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/f.txt HTTP/1.1 "
"130","3.965507000","10.0.0.2","10.0.0.1","TCP","66","34458 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=277021 TSecr=276996"
"131","3.966110000","10.0.0.2","10.0.0.1","HTTP","687","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/jquery-ui-1.8.21.custom.min.js.download HTTP/1.1 "
"132","3.971526000","10.0.0.2","10.0.0.1","TCP","66","34466 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=277022 TSecr=276996"
"133","3.972080000","10.0.0.2","10.0.0.1","HTTP","672","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/jquery.tweet.js.download HTTP/1.1 "
"134","3.978661000","10.0.0.2","10.0.0.1","TCP","66","34468 > irdmi [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=277025 TSecr=277000"
"135","3.978662000","10.0.0.2","10.0.0.1","HTTP","676","GET /Course%20Outlines%20-%20Electrical%20and%20Computer%20Engineering%20-%20Faculty%20of%20Engineering%20-%20Western%20University_files/SpryTabbedPanels.js.download HTTP/1.1 "
"136","4.010267000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34462 [ACK] Seq=1 Ack=633 Win=32256 Len=0 TSval=277046 TSecr=277021"
"137","4.010272000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34460 [ACK] Seq=1 Ack=655 Win=32256 Len=0 TSval=277046 TSecr=277021"
"138","4.011083000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34464 [ACK] Seq=1 Ack=588 Win=30208 Len=0 TSval=277046 TSecr=277021"
"139","4.011086000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"140","4.011248000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"141","4.011846000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"142","4.011848000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"143","4.012089000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"144","4.012092000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"145","4.016271000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34458 [ACK] Seq=1 Ack=622 Win=32256 Len=0 TSval=277047 TSecr=277021"
"146","4.016642000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"147","4.016645000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"148","4.022475000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34466 [ACK] Seq=1 Ack=607 Win=32256 Len=0 TSval=277049 TSecr=277022"
"149","4.022479000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"150","4.023015000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"151","4.028880000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34468 [ACK] Seq=1 Ack=611 Win=32256 Len=0 TSval=277050 TSecr=277025"
"152","4.029812000","10.0.0.1","10.0.0.2","TCP","95","[TCP segment of a reassembled PDU]"
"153","4.029816000","10.0.0.1","10.0.0.2","HTTP","381","HTTP/1.0 404 File not found  (text/html)"
"154","4.162121000","10.0.0.2","10.0.0.1","TCP","66","34462 > irdmi [ACK] Seq=633 Ack=30 Win=29696 Len=0 TSval=277071 TSecr=277046"
"155","4.162588000","10.0.0.2","10.0.0.1","TCP","66","34460 > irdmi [ACK] Seq=655 Ack=30 Win=29696 Len=0 TSval=277071 TSecr=277046"
"156","4.163576000","10.0.0.2","10.0.0.1","TCP","66","34462 > irdmi [FIN, ACK] Seq=633 Ack=346 Win=32256 Len=0 TSval=277071 TSecr=277046"
"157","4.163587000","10.0.0.2","10.0.0.1","TCP","66","34464 > irdmi [ACK] Seq=588 Ack=30 Win=29696 Len=0 TSval=277072 TSecr=277046"
"158","4.164542000","10.0.0.2","10.0.0.1","TCP","74","34470 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=277071 TSecr=0 WS=512"
"159","4.164543000","10.0.0.2","10.0.0.1","TCP","66","34460 > irdmi [FIN, ACK] Seq=655 Ack=346 Win=32256 Len=0 TSval=277072 TSecr=277046"
"160","4.165540000","10.0.0.2","10.0.0.1","TCP","74","34472 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=277072 TSecr=0 WS=512"
"161","4.167509000","10.0.0.2","10.0.0.1","TCP","66","34458 > irdmi [ACK] Seq=622 Ack=30 Win=29696 Len=0 TSval=277073 TSecr=277047"
"162","4.168479000","10.0.0.2","10.0.0.1","TCP","66","34464 > irdmi [FIN, ACK] Seq=588 Ack=346 Win=32256 Len=0 TSval=277073 TSecr=277046"
"163","4.173633000","10.0.0.2","10.0.0.1","TCP","66","34458 > irdmi [FIN, ACK] Seq=622 Ack=346 Win=32256 Len=0 TSval=277074 TSecr=277047"
"164","4.174386000","10.0.0.2","10.0.0.1","TCP","66","34466 > irdmi [ACK] Seq=607 Ack=30 Win=29696 Len=0 TSval=277074 TSecr=277049"
"165","4.178239000","10.0.0.2","10.0.0.1","TCP","66","34466 > irdmi [FIN, ACK] Seq=607 Ack=346 Win=32256 Len=0 TSval=277075 TSecr=277049"
"166","4.181149000","10.0.0.2","10.0.0.1","TCP","66","34468 > irdmi [ACK] Seq=611 Ack=30 Win=29696 Len=0 TSval=277076 TSecr=277051"
"167","4.187010000","10.0.0.2","10.0.0.1","TCP","66","34468 > irdmi [FIN, ACK] Seq=611 Ack=346 Win=32256 Len=0 TSval=277077 TSecr=277051"
"168","4.194859000","10.0.0.2","10.0.0.1","TCP","74","34476 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=277079 TSecr=0 WS=512"
"169","4.195496000","10.0.0.2","10.0.0.1","TCP","74","34474 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=277079 TSecr=0 WS=512"
"170","4.195764000","10.0.0.2","10.0.0.1","TCP","74","34478 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=277079 TSecr=0 WS=512"
"171","4.196456000","10.0.0.2","10.0.0.1","TCP","74","34480 > irdmi [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=277079 TSecr=0 WS=512"
"172","4.213764000","10.0.0.1","10.0.0.2","TCP","66","irdmi > 34462 [ACK] Seq=346 Ack=634 Win=32256 Len=0 TSval=277097 TSecr=277071"
"173","4.214903000","10.0.0.1","10.0.0.2","TCP","74","irdmi > 34470 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=277097 TSecr=277071 WS=512"
